City,Latitude,Longitude,Weather,AverageTemp,TotalPrecipitation
Aix en Provence,43.5298424,5.4474738,"{'lat': 43.5298, 'lon': 5.4475, 'timezone': 'Europe/Paris', 'timezone_offset': 7200, 'current': {'dt': 1718210594, 'sunrise': 1718164604, 'sunset': 1718219981, 'temp': 22.36, 'feels_like': 21.51, 'pressure': 1012, 'humidity': 33, 'dew_point': 5.32, 'uvi': 0.87, 'clouds': 34, 'visibility': 10000, 'wind_speed': 1.79, 'wind_deg': 306, 'wind_gust': 5.81, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]}, 'daily': [{'dt': 1718190000, 'sunrise': 1718164604, 'sunset': 1718219981, 'moonrise': 1718185260, 'moonset': 1718147940, 'moon_phase': 0.2, 'summary': 'Expect a day of partly cloudy with clear spells', 'temp': {'day': 21.16, 'min': 12.76, 'max': 23.01, 'night': 19.43, 'eve': 22.36, 'morn': 12.76}, 'feels_like': {'day': 20.22, 'night': 18.47, 'eve': 21.51, 'morn': 11.84}, 'pressure': 1013, 'humidity': 34, 'dew_point': 4.56, 'wind_speed': 8.53, 'wind_deg': 307, 'wind_gust': 11.82, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'clouds': 15, 'pop': 0, 'uvi': 7.66}, {'dt': 1718276400, 'sunrise': 1718250999, 'sunset': 1718306410, 'moonrise': 1718275440, 'moonset': 1718235540, 'moon_phase': 0.23, 'summary': 'Expect a day of partly cloudy with clear spells', 'temp': {'day': 22.01, 'min': 13.19, 'max': 24.35, 'night': 18.03, 'eve': 22.15, 'morn': 13.19}, 'feels_like': {'day': 21.08, 'night': 17.69, 'eve': 21.31, 'morn': 12.24}, 'pressure': 1016, 'humidity': 31, 'dew_point': 4.07, 'wind_speed': 6.38, 'wind_deg': 298, 'wind_gust': 10.11, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'clouds': 0, 'pop': 0, 'uvi': 7.53}, {'dt': 1718362800, 'sunrise': 1718337396, 'sunset': 1718392837, 'moonrise': 1718365620, 'moonset': 1718323020, 'moon_phase': 0.25, 'summary': 'There will be partly cloudy today', 'temp': {'day': 24.09, 'min': 15.62, 'max': 24.4, 'night': 20.11, 'eve': 22.52, 'morn': 15.81}, 'feels_like': {'day': 23.76, 'night': 19.93, 'eve': 22.32, 'morn': 15.56}, 'pressure': 1017, 'humidity': 46, 'dew_point': 11.57, 'wind_speed': 5.78, 'wind_deg': 193, 'wind_gust': 6.23, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'clouds': 17, 'pop': 0, 'uvi': 8.27}, {'dt': 1718449200, 'sunrise': 1718423795, 'sunset': 1718479262, 'moonrise': 1718455740, 'moonset': 1718410380, 'moon_phase': 0.29, 'summary': 'Expect a day of partly cloudy with clear spells', 'temp': {'day': 24.69, 'min': 16.62, 'max': 25.21, 'night': 19.81, 'eve': 23.75, 'morn': 16.9}, 'feels_like': {'day': 24.18, 'night': 19.54, 'eve': 23.15, 'morn': 16.66}, 'pressure': 1013, 'humidity': 37, 'dew_point': 8.82, 'wind_speed': 5.16, 'wind_deg': 204, 'wind_gust': 5.71, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'clouds': 88, 'pop': 0, 'uvi': 1.58}, {'dt': 1718535600, 'sunrise': 1718510196, 'sunset': 1718565685, 'moonrise': 1718545920, 'moonset': 1718497800, 'moon_phase': 0.32, 'summary': 'Expect a day of partly cloudy with clear spells', 'temp': {'day': 28.47, 'min': 17.79, 'max': 28.47, 'night': 22.19, 'eve': 24.73, 'morn': 19.09}, 'feels_like': {'day': 27.4, 'night': 21.9, 'eve': 24.51, 'morn': 18.67}, 'pressure': 1013, 'humidity': 29, 'dew_point': 8.7, 'wind_speed': 4.81, 'wind_deg': 231, 'wind_gust': 3.57, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'clouds': 44, 'pop': 0, 'uvi': 8.35}, {'dt': 1718622000, 'sunrise': 1718596600, 'sunset': 1718652106, 'moonrise': 1718636160, 'moonset': 1718585280, 'moon_phase': 0.35, 'summary': 'There will be clear sky today', 'temp': {'day': 30.28, 'min': 19.09, 'max': 30.28, 'night': 23.47, 'eve': 27.19, 'morn': 20.01}, 'feels_like': {'day': 29.18, 'night': 23.26, 'eve': 27, 'morn': 19.76}, 'pressure': 1016, 'humidity': 32, 'dew_point': 11.29, 'wind_speed': 5.76, 'wind_deg': 192, 'wind_gust': 5.76, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'clouds': 0, 'pop': 0, 'uvi': 9}, {'dt': 1718708400, 'sunrise': 1718683005, 'sunset': 1718738525, 'moonrise': 1718726640, 'moonset': 1718672940, 'moon_phase': 0.38, 'summary': 'Expect a day of partly cloudy with clear spells', 'temp': {'day': 31.99, 'min': 20.23, 'max': 32.48, 'night': 26.67, 'eve': 29.9, 'morn': 22.18}, 'feels_like': {'day': 30.59, 'night': 26.67, 'eve': 28.89, 'morn': 21.76}, 'pressure': 1017, 'humidity': 28, 'dew_point': 11.05, 'wind_speed': 5.45, 'wind_deg': 231, 'wind_gust': 4.83, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'clouds': 18, 'pop': 0, 'uvi': 9}, {'dt': 1718794800, 'sunrise': 1718769413, 'sunset': 1718824942, 'moonrise': 1718817240, 'moonset': 1718760840, 'moon_phase': 0.41, 'summary': 'Expect a day of partly cloudy with clear spells', 'temp': {'day': 33.83, 'min': 22.71, 'max': 33.83, 'night': 27.19, 'eve': 33.31, 'morn': 24.73}, 'feels_like': {'day': 32.45, 'night': 27.35, 'eve': 32.24, 'morn': 24.46}, 'pressure': 1015, 'humidity': 26, 'dew_point': 11.86, 'wind_speed': 4.47, 'wind_deg': 238, 'wind_gust': 3.31, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'clouds': 0, 'pop': 0, 'uvi': 9}]}",27.064999999999998,0.0
Avignon,43.9492493,4.8059012,"{'lat': 43.9492, 'lon': 4.8059, 'timezone': 'Europe/Paris', 'timezone_offset': 7200, 'current': {'dt': 1718210594, 'sunrise': 1718164664, 'sunset': 1718220229, 'temp': 22.86, 'feels_like': 22.09, 'pressure': 1014, 'humidity': 34, 'dew_point': 6.19, 'uvi': 0.64, 'clouds': 0, 'visibility': 10000, 'wind_speed': 8.75, 'wind_deg': 340, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]}, 'daily': [{'dt': 1718190000, 'sunrise': 1718164664, 'sunset': 1718220229, 'moonrise': 1718185380, 'moonset': 1718148180, 'moon_phase': 0.2, 'summary': 'Expect a day of partly cloudy with clear spells', 'temp': {'day': 20.31, 'min': 13.36, 'max': 22.86, 'night': 18.96, 'eve': 22.86, 'morn': 13.36}, 'feels_like': {'day': 19.36, 'night': 18.06, 'eve': 22.09, 'morn': 12.29}, 'pressure': 1015, 'humidity': 37, 'dew_point': 5.28, 'wind_speed': 11.12, 'wind_deg': 349, 'wind_gust': 16.91, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'clouds': 0, 'pop': 0, 'uvi': 7.71}, {'dt': 1718276400, 'sunrise': 1718251059, 'sunset': 1718306658, 'moonrise': 1718275620, 'moonset': 1718235720, 'moon_phase': 0.23, 'summary': 'Expect a day of partly cloudy with clear spells', 'temp': {'day': 21.99, 'min': 12.1, 'max': 25.27, 'night': 15.84, 'eve': 24.18, 'morn': 12.15}, 'feels_like': {'day': 21.18, 'night': 15.59, 'eve': 23.46, 'morn': 11.22}, 'pressure': 1018, 'humidity': 36, 'dew_point': 6.1, 'wind_speed': 8.59, 'wind_deg': 347, 'wind_gust': 15.23, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'clouds': 0, 'pop': 0, 'uvi': 7.54}, {'dt': 1718362800, 'sunrise': 1718337456, 'sunset': 1718393086, 'moonrise': 1718365800, 'moonset': 1718323140, 'moon_phase': 0.25, 'summary': 'There will be partly cloudy today', 'temp': {'day': 23.63, 'min': 14.5, 'max': 24.04, 'night': 19.95, 'eve': 21.84, 'morn': 15.22}, 'feels_like': {'day': 23.56, 'night': 19.99, 'eve': 21.86, 'morn': 14.91}, 'pressure': 1016, 'humidity': 58, 'dew_point': 14.68, 'wind_speed': 5.76, 'wind_deg': 171, 'wind_gust': 10.51, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'clouds': 81, 'pop': 0.05, 'uvi': 6.79}, {'dt': 1718449200, 'sunrise': 1718423854, 'sunset': 1718479511, 'moonrise': 1718455860, 'moonset': 1718410560, 'moon_phase': 0.29, 'summary': 'Expect a day of partly cloudy with rain', 'temp': {'day': 21.84, 'min': 17.36, 'max': 24.78, 'night': 17.68, 'eve': 24.42, 'morn': 17.86}, 'feels_like': {'day': 21.78, 'night': 17.59, 'eve': 24.2, 'morn': 17.69}, 'pressure': 1013, 'humidity': 65, 'dew_point': 14.83, 'wind_speed': 5.79, 'wind_deg': 147, 'wind_gust': 11.66, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}], 'clouds': 100, 'pop': 0.51, 'rain': 0.27, 'uvi': 1.04}, {'dt': 1718535600, 'sunrise': 1718510255, 'sunset': 1718565934, 'moonrise': 1718546100, 'moonset': 1718497920, 'moon_phase': 0.32, 'summary': 'Expect a day of partly cloudy with clear spells', 'temp': {'day': 28.08, 'min': 16.38, 'max': 29.89, 'night': 19.43, 'eve': 26.89, 'morn': 18.45}, 'feels_like': {'day': 27.48, 'night': 19.13, 'eve': 26.83, 'morn': 18.44}, 'pressure': 1014, 'humidity': 36, 'dew_point': 11.29, 'wind_speed': 3.23, 'wind_deg': 336, 'wind_gust': 3.05, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'clouds': 12, 'pop': 0.01, 'uvi': 8.26}, {'dt': 1718622000, 'sunrise': 1718596659, 'sunset': 1718652355, 'moonrise': 1718636400, 'moonset': 1718585400, 'moon_phase': 0.35, 'summary': 'Expect a day of partly cloudy with clear spells', 'temp': {'day': 30.26, 'min': 17.36, 'max': 30.26, 'night': 19.91, 'eve': 25.04, 'morn': 20.15}, 'feels_like': {'day': 29.34, 'night': 20.02, 'eve': 25.09, 'morn': 20.05}, 'pressure': 1016, 'humidity': 34, 'dew_point': 12.63, 'wind_speed': 6.81, 'wind_deg': 196, 'wind_gust': 7.33, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'clouds': 7, 'pop': 0, 'uvi': 9}, {'dt': 1718708400, 'sunrise': 1718683064, 'sunset': 1718738774, 'moonrise': 1718726880, 'moonset': 1718673000, 'moon_phase': 0.38, 'summary': 'You can expect partly cloudy in the morning, with clearing in the afternoon', 'temp': {'day': 32.77, 'min': 17.89, 'max': 32.77, 'night': 22.96, 'eve': 28.93, 'morn': 20.65}, 'feels_like': {'day': 31.72, 'night': 22.8, 'eve': 28.63, 'morn': 20.62}, 'pressure': 1016, 'humidity': 30, 'dew_point': 12.68, 'wind_speed': 5.11, 'wind_deg': 207, 'wind_gust': 5.53, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'clouds': 60, 'pop': 0, 'uvi': 9}, {'dt': 1718794800, 'sunrise': 1718769471, 'sunset': 1718825191, 'moonrise': 1718817540, 'moonset': 1718760900, 'moon_phase': 0.41, 'summary': 'Expect a day of partly cloudy with clear spells', 'temp': {'day': 34.25, 'min': 20.48, 'max': 35.59, 'night': 26.09, 'eve': 31.68, 'morn': 22.89}, 'feels_like': {'day': 33.81, 'night': 26.09, 'eve': 33.56, 'morn': 22.8}, 'pressure': 1015, 'humidity': 31, 'dew_point': 14.76, 'wind_speed': 4.19, 'wind_deg': 349, 'wind_gust': 5.9, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'clouds': 0, 'pop': 0, 'uvi': 9}]}",26.64125,0.27
Nimes,43.8374249,4.3600687,"{'lat': 43.8374, 'lon': 4.3601, 'timezone': 'Europe/Paris', 'timezone_offset': 7200, 'current': {'dt': 1718210594, 'sunrise': 1718164797, 'sunset': 1718220311, 'temp': 23.1, 'feels_like': 22.28, 'pressure': 1014, 'humidity': 31, 'dew_point': 5.07, 'uvi': 0.4, 'clouds': 0, 'visibility': 10000, 'wind_speed': 5.66, 'wind_deg': 330, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]}, 'daily': [{'dt': 1718190000, 'sunrise': 1718164797, 'sunset': 1718220311, 'moonrise': 1718185500, 'moonset': 1718148240, 'moon_phase': 0.2, 'summary': 'Expect a day of partly cloudy with clear spells', 'temp': {'day': 22.61, 'min': 13, 'max': 24.38, 'night': 18.76, 'eve': 23.1, 'morn': 13.19}, 'feels_like': {'day': 21.66, 'night': 17.92, 'eve': 22.28, 'morn': 12.08}, 'pressure': 1015, 'humidity': 28, 'dew_point': 2.81, 'wind_speed': 7.48, 'wind_deg': 26, 'wind_gust': 11.05, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'clouds': 0, 'pop': 0, 'uvi': 7.72}, {'dt': 1718276400, 'sunrise': 1718251191, 'sunset': 1718306740, 'moonrise': 1718275740, 'moonset': 1718235840, 'moon_phase': 0.23, 'summary': 'Expect a day of partly cloudy with clear spells', 'temp': {'day': 23.53, 'min': 12.73, 'max': 25.92, 'night': 16.61, 'eve': 21.8, 'morn': 13.11}, 'feels_like': {'day': 22.67, 'night': 16.57, 'eve': 21.08, 'morn': 12.07}, 'pressure': 1017, 'humidity': 28, 'dew_point': 3.67, 'wind_speed': 6.16, 'wind_deg': 216, 'wind_gust': 8.82, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'clouds': 0, 'pop': 0, 'uvi': 7.65}, {'dt': 1718362800, 'sunrise': 1718337588, 'sunset': 1718393167, 'moonrise': 1718365860, 'moonset': 1718323260, 'moon_phase': 0.25, 'summary': 'Expect a day of partly cloudy with rain', 'temp': {'day': 21.68, 'min': 14.83, 'max': 21.68, 'night': 18.39, 'eve': 20.2, 'morn': 15.72}, 'feels_like': {'day': 21.84, 'night': 18.61, 'eve': 20.39, 'morn': 15.83}, 'pressure': 1016, 'humidity': 74, 'dew_point': 16.59, 'wind_speed': 6.21, 'wind_deg': 161, 'wind_gust': 10.6, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}], 'clouds': 100, 'pop': 1, 'rain': 1.62, 'uvi': 2.06}, {'dt': 1718449200, 'sunrise': 1718423987, 'sunset': 1718479592, 'moonrise': 1718455980, 'moonset': 1718410620, 'moon_phase': 0.29, 'summary': 'Expect a day of partly cloudy with rain', 'temp': {'day': 21.49, 'min': 17.68, 'max': 23.7, 'night': 17.68, 'eve': 23.12, 'morn': 18.65}, 'feels_like': {'day': 21.71, 'night': 17.8, 'eve': 23.13, 'morn': 18.74}, 'pressure': 1013, 'humidity': 77, 'dew_point': 17.17, 'wind_speed': 7.43, 'wind_deg': 146, 'wind_gust': 12.87, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}], 'clouds': 100, 'pop': 0.89, 'rain': 1.69, 'uvi': 5.7}, {'dt': 1718535600, 'sunrise': 1718510388, 'sunset': 1718566016, 'moonrise': 1718546160, 'moonset': 1718498040, 'moon_phase': 0.32, 'summary': 'Expect a day of partly cloudy with clear spells', 'temp': {'day': 28.16, 'min': 16.53, 'max': 29.83, 'night': 19.11, 'eve': 24.74, 'morn': 18.08}, 'feels_like': {'day': 27.17, 'night': 18.7, 'eve': 24.37, 'morn': 18.03}, 'pressure': 1014, 'humidity': 29, 'dew_point': 8.5, 'wind_speed': 4.22, 'wind_deg': 223, 'wind_gust': 5.6, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'clouds': 16, 'pop': 0.06, 'uvi': 7.99}, {'dt': 1718622000, 'sunrise': 1718596791, 'sunset': 1718652437, 'moonrise': 1718636520, 'moonset': 1718585520, 'moon_phase': 0.35, 'summary': 'Expect a day of partly cloudy with clear spells', 'temp': {'day': 28.4, 'min': 16.92, 'max': 28.4, 'night': 19.38, 'eve': 23.45, 'morn': 19.6}, 'feels_like': {'day': 27.95, 'night': 19.62, 'eve': 23.57, 'morn': 19.55}, 'pressure': 1016, 'humidity': 39, 'dew_point': 13.3, 'wind_speed': 6.12, 'wind_deg': 173, 'wind_gust': 6.56, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'clouds': 0, 'pop': 0, 'uvi': 8}, {'dt': 1718708400, 'sunrise': 1718683196, 'sunset': 1718738856, 'moonrise': 1718726940, 'moonset': 1718673180, 'moon_phase': 0.38, 'summary': 'Expect a day of partly cloudy with clear spells', 'temp': {'day': 31.3, 'min': 17.92, 'max': 31.3, 'night': 22.54, 'eve': 28.05, 'morn': 20.68}, 'feels_like': {'day': 30.15, 'night': 22.36, 'eve': 27.85, 'morn': 20.74}, 'pressure': 1017, 'humidity': 31, 'dew_point': 12.55, 'wind_speed': 5.1, 'wind_deg': 194, 'wind_gust': 5.53, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'clouds': 65, 'pop': 0, 'uvi': 8}, {'dt': 1718794800, 'sunrise': 1718769604, 'sunset': 1718825273, 'moonrise': 1718817600, 'moonset': 1718761080, 'moon_phase': 0.41, 'summary': 'There will be clear sky today', 'temp': {'day': 35.37, 'min': 20.5, 'max': 37.18, 'night': 25.88, 'eve': 33.49, 'morn': 23.26}, 'feels_like': {'day': 34.59, 'night': 26.01, 'eve': 33.9, 'morn': 23.13}, 'pressure': 1015, 'humidity': 27, 'dew_point': 13.81, 'wind_speed': 4.55, 'wind_deg': 57, 'wind_gust': 6.25, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'clouds': 1, 'pop': 0, 'uvi': 8}]}",26.5675,3.31
Carcassonne,43.2130358,2.3491069,"{'lat': 43.213, 'lon': 2.3491, 'timezone': 'Europe/Paris', 'timezone_offset': 7200, 'current': {'dt': 1718210595, 'sunrise': 1718165418, 'sunset': 1718220655, 'temp': 18.94, 'feels_like': 18.27, 'pressure': 1018, 'humidity': 53, 'dew_point': 9.16, 'uvi': 0.82, 'clouds': 0, 'visibility': 10000, 'wind_speed': 6.17, 'wind_deg': 260, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]}, 'daily': [{'dt': 1718190000, 'sunrise': 1718165418, 'sunset': 1718220655, 'moonrise': 1718186040, 'moonset': 1718148660, 'moon_phase': 0.2, 'summary': 'Expect a day of partly cloudy with clear spells', 'temp': {'day': 17.89, 'min': 13.49, 'max': 19.68, 'night': 15.06, 'eve': 18.94, 'morn': 13.5}, 'feels_like': {'day': 17.17, 'night': 14.32, 'eve': 18.27, 'morn': 13.23}, 'pressure': 1019, 'humidity': 55, 'dew_point': 8.07, 'wind_speed': 7.59, 'wind_deg': 285, 'wind_gust': 12.34, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'clouds': 88, 'pop': 0.73, 'uvi': 5.73}, {'dt': 1718276400, 'sunrise': 1718251813, 'sunset': 1718307084, 'moonrise': 1718276280, 'moonset': 1718236260, 'moon_phase': 0.23, 'summary': 'You can expect clear sky in the morning, with partly cloudy in the afternoon', 'temp': {'day': 22.11, 'min': 9.39, 'max': 25.87, 'night': 15.56, 'eve': 24.54, 'morn': 9.82}, 'feels_like': {'day': 21.26, 'night': 14.66, 'eve': 23.68, 'morn': 8.71}, 'pressure': 1019, 'humidity': 34, 'dew_point': 5.02, 'wind_speed': 5.01, 'wind_deg': 281, 'wind_gust': 12.96, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'clouds': 8, 'pop': 0, 'uvi': 7.6}, {'dt': 1718362800, 'sunrise': 1718338210, 'sunset': 1718393511, 'moonrise': 1718366400, 'moonset': 1718323740, 'moon_phase': 0.25, 'summary': 'There will be partly cloudy today', 'temp': {'day': 25.77, 'min': 13.7, 'max': 27.42, 'night': 19.24, 'eve': 23.95, 'morn': 14.81}, 'feels_like': {'day': 25.63, 'night': 19.62, 'eve': 23.81, 'morn': 14.04}, 'pressure': 1013, 'humidity': 47, 'dew_point': 13.11, 'wind_speed': 8.01, 'wind_deg': 90, 'wind_gust': 12.25, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'clouds': 46, 'pop': 0, 'uvi': 7.83}, {'dt': 1718449200, 'sunrise': 1718424609, 'sunset': 1718479936, 'moonrise': 1718456460, 'moonset': 1718411160, 'moon_phase': 0.29, 'summary': 'Expect a day of partly cloudy with rain', 'temp': {'day': 18.62, 'min': 14.72, 'max': 21.5, 'night': 14.72, 'eve': 20.45, 'morn': 15.33}, 'feels_like': {'day': 18.29, 'night': 14.39, 'eve': 20.04, 'morn': 15.16}, 'pressure': 1015, 'humidity': 67, 'dew_point': 11.74, 'wind_speed': 5.87, 'wind_deg': 284, 'wind_gust': 8.7, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}], 'clouds': 100, 'pop': 0.26, 'rain': 0.33, 'uvi': 2.12}, {'dt': 1718535600, 'sunrise': 1718511010, 'sunset': 1718566358, 'moonrise': 1718546640, 'moonset': 1718498580, 'moon_phase': 0.32, 'summary': 'There will be partly cloudy today', 'temp': {'day': 28.07, 'min': 12.89, 'max': 29.93, 'night': 19.43, 'eve': 26.78, 'morn': 15.55}, 'feels_like': {'day': 27.35, 'night': 18.84, 'eve': 26.57, 'morn': 15.17}, 'pressure': 1014, 'humidity': 34, 'dew_point': 10.5, 'wind_speed': 5.19, 'wind_deg': 120, 'wind_gust': 6.25, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'clouds': 88, 'pop': 0, 'uvi': 8.22}, {'dt': 1718622000, 'sunrise': 1718597414, 'sunset': 1718652779, 'moonrise': 1718636940, 'moonset': 1718586060, 'moon_phase': 0.35, 'summary': 'Expect a day of partly cloudy with clear spells', 'temp': {'day': 27.47, 'min': 16.4, 'max': 27.47, 'night': 19.28, 'eve': 23.13, 'morn': 18.3}, 'feels_like': {'day': 27.67, 'night': 19.67, 'eve': 23.27, 'morn': 18.33}, 'pressure': 1014, 'humidity': 47, 'dew_point': 14.76, 'wind_speed': 9.28, 'wind_deg': 99, 'wind_gust': 12.8, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'clouds': 34, 'pop': 0, 'uvi': 9}, {'dt': 1718708400, 'sunrise': 1718683819, 'sunset': 1718739198, 'moonrise': 1718727360, 'moonset': 1718673720, 'moon_phase': 0.38, 'summary': 'You can expect partly cloudy in the morning, with clearing in the afternoon', 'temp': {'day': 29.44, 'min': 19.35, 'max': 29.44, 'night': 20.41, 'eve': 26.42, 'morn': 19.48}, 'feels_like': {'day': 29.38, 'night': 20.44, 'eve': 26.42, 'morn': 19.73}, 'pressure': 1015, 'humidity': 43, 'dew_point': 15.06, 'wind_speed': 8.9, 'wind_deg': 96, 'wind_gust': 12.89, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'clouds': 71, 'pop': 0, 'uvi': 9}, {'dt': 1718794800, 'sunrise': 1718770227, 'sunset': 1718825615, 'moonrise': 1718817960, 'moonset': 1718761680, 'moon_phase': 0.41, 'summary': 'There will be clear sky today', 'temp': {'day': 34.41, 'min': 17.91, 'max': 35.03, 'night': 23.62, 'eve': 30.83, 'morn': 21.22}, 'feels_like': {'day': 33.48, 'night': 23.34, 'eve': 29.65, 'morn': 21.12}, 'pressure': 1015, 'humidity': 28, 'dew_point': 12.81, 'wind_speed': 7.24, 'wind_deg': 94, 'wind_gust': 11.76, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'clouds': 9, 'pop': 0, 'uvi': 9}]}",25.4725,0.33
